Time,x1,x2,z
0.2335,1.8301756,1.3917111,4.2449117
0.234,2.055163,1.5458128,4.1677446
0.2345,2.298042,1.7105037,4.061777
0.235,2.5564575,1.8820974,3.9217439
0.2355,2.8261378,2.0549042,3.742542
0.236,3.1005719,2.220919,3.5199625
0.2365,3.370948,2.369782,3.2516909
0.237,3.626542,2.4892097,2.9384656
0.2375,3.8557067,2.5660386,2.5851429
0.238,4.0474467,2.587883,2.2012916
0.2385,4.1933074,2.5451214,1.8009454
0.239,4.2890587,2.4327078,1.4013425
0.2395,4.335594,2.2512195,1.0208468
0.24,4.3386817,2.0067806,0.67660594
0.2405,4.307624,1.7099249,0.3826139
0.241,4.253286,1.3738458,0.14864391
0.2415,4.1860857,1.0126176,-0.019868406
0.242,4.114422,0.6398359,-0.12124872
0.2425,4.04376,0.26784924,-0.1567132
0.243,3.9763637,-0.09249885,-0.1295482
0.2435,3.9115417,-0.43182352,-0.044531636
0.244,3.846254,-0.74207366,0.0923734
0.2445,3.775939,-1.0164915,0.27413595
0.245,3.6954505,-1.2497262,0.49272314
0.2455,3.5999877,-1.4380764,0.7392492
0.246,3.4859009,-1.579767,1.0042925
0.2465,3.3512547,-1.675131,1.278388
0.247,3.1960704,-1.7265939,1.5526252
0.2475,3.02223,-1.7384152,1.8192304
0.248,2.8331003,-1.7162193,2.072014
0.2485,2.6329932,-1.6664088,2.3065987
0.249,2.4265893,-1.5955726,2.5204144
0.2495,2.2184312,-1.5099853,2.7125003
0.25,2.0125573,-1.4152528,2.883186
0.2505,1.8122832,-1.3161142,3.0337274
0.251,1.6201245,-1.2163835,3.165962
0.2515,1.4378153,-1.1189882,3.282019
0.252,1.2663924,-1.0260708,3.384098
0.2525,1.1063069,-0.93911785,3.474318
0.253,0.95754504,-0.85909337,3.5546238
0.2535,0.81973714,-0.78656316,3.6267378
0.254,0.6922542,-0.72180265,3.6921432
0.2545,0.5742841,-0.66488564,3.7520888
0.255,0.4648912,-0.61575544,3.8076048
0.2555,0.3630597,-0.5742804,3.8595243
0.256,0.26772377,-0.5402963,3.9085062
0.2565,0.17778705,-0.5136391,3.9550576
0.257,0.09213348,-0.4941694,3.999554
0.2575,0.00963145,-0.4817917,4.042253
0.258,-0.07086703,-0.47646943,4.083308
0.2585,-0.15053132,-0.47823694,4.122775
0.259,-0.23055992,-0.4872098,4.160613
0.2595,-0.31219044,-0.50359327,4.1966844
0.26,-0.396711,-0.5276894,4.2307444
0.2605,-0.48547146,-0.5599025,4.2624288
0.261,-0.5798945,-0.600742,4.291231
0.2615,-0.6814835,-0.6508218,4.3164735
0.262,-0.7918256,-0.7108529,4.3372684
0.2625,-0.91258574,-0.78162706,4.3524694
0.263,-1.0454875,-0.8639852,4.3606114
0.2635,-1.1922721,-0.9587645,4.359838
0.264,-1.3546269,-1.0667143,4.3478246
0.2645,-1.5340719,-1.1883686,4.3216977
0.265,-1.7317872,-1.3238614,4.277966
0.2655,-1.9483715,-1.4726728,4.2124896
0.266,-2.1835198,-1.6332968,4.1205163
0.2665,-2.435629,-1.802839,3.99685
0.267,-2.7013621,-1.9765825,3.8362033
0.2675,-2.9752607,-2.1476023,3.6338034
0.268,-3.2495306,-2.3065724,3.3862813
0.2685,-3.5141973,-2.4419522,3.0927868
0.269,-3.7578108,-2.540738,2.75615
0.2695,-3.9687722,-2.5898633,2.3837543
0.27,-4.137146,-2.5780985,1.9877219
0.2705,-4.2565312,-2.498039,1.5841199
0.271,-4.325403,-2.3475835,1.1911919
0.2715,-4.347417,-2.1304035,0.82703507
0.272,-4.330526,-1.8552502,0.5073778
0.2725,-4.2852144,-1.5344018,0.2440656
0.273,-4.22241,-1.1818104,0.044519506
0.2735,-4.1516547,-0.8114983,-0.087953925
0.274,-4.079866,-0.4365088,-0.1533681
0.2745,-4.0107837,-0.06843376,-0.15417035
0.275,-3.9450026,0.2826468,-0.09453439
0.2755,-3.8804357,0.6080474,0.020067366
0.276,-3.8130636,0.90038157,0.18305139
0.2765,-3.7378433,1.153603,0.38679254
0.277,-3.6496634,1.3632007,0.62271976
0.2775,-3.5442295,1.526479,0.88155174
0.278,-3.4187574,1.6428012,1.1537174
0.2785,-3.2723687,1.7136754,1.4299245
0.279,-3.1061463,1.7426054,1.7017711
0.2795,-2.9228697,1.7347046,1.9622725
0.28,-2.7265272,1.6961429,2.2061968
0.2805,-2.521735,1.6335379,2.4301636
0.281,-2.3131826,1.5533987,2.6325238
0.2815,-2.1051965,1.4616989,2.8130803
